ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
2707,SnO2,112.6,Spin Coating,Silicon Wafer,1.67,1.26,3.75,83.422244,85.6,Transparent Conductors,S15
2708,ZnO,126.9,Thermal Evaporation,Silicon Wafer,2.41,2.36,4.58,29.606385,86.83,Transparent Conductors,S2
2709,SnO2,78.3,Thermal Evaporation,Glass,2.35,1.55,1.1,39.777421,88.26,Sensors,S18
2710,MoS2,132.1,Sputtering,PET,2.59,2.53,3.88,14.945247,82.96,Sensors,S22
2711,ZnO,117.6,Spin Coating,Silicon Wafer,1.59,2.41,2.39,29.27701,87.78,Optoelectronics,S4
2712,TiO2,108.4,CVD,Silicon Wafer,1.69,3.79,2.73,89.718283,78.78,Optoelectronics,S5
2713,Graphene,101.2,CVD,Silicon Wafer,1.66,1.43,2.12,3.60015,79.13,Transparent Conductors,S4
2714,SnO2,80.7,ALD,Glass,1.65,2.94,1.2,41.465007,78.6,Sensors,S24
2715,Al2O3,120.9,Thermal Evaporation,Glass,2.19,2.36,0.51,89.18129,72.7,Transparent Conductors,S9
2716,SiO2,67.2,CVD,Silicon Wafer,2.08,1.48,1.05,7.175135,74.45,Sensors,S18
2717,MoS2,140.8,CVD,Silicon Wafer,2.46,3.08,0.73,16.018199,77.35,Sensors,S1
2718,SnO2,67.7,CVD,PET,2.32,3.88,4.85,75.528226,82.1,Solar Cells,S23
2719,Graphene,85.5,ALD,Glass,2.5,2.06,1.32,44.118364,94.13,Transparent Conductors,S5
2720,Al2O3,109.5,Sputtering,Quartz,2.33,1.45,4.49,1.452086,78.66,Solar Cells,S21
2721,MoS2,100.8,ALD,PET,1.86,2.79,0.63,61.420042,90.35,Transparent Conductors,S21
2722,ZnO,95.1,Sputtering,Quartz,2.0,1.12,4.81,8.43538,85.71,Solar Cells,S10
2723,Al2O3,53.2,Sputtering,PET,2.99,2.01,4.66,61.894781,79.83,Optoelectronics,S14
2724,Graphene,155.7,Spin Coating,Quartz,2.88,2.23,0.56,33.81918,89.06,Transparent Conductors,S3
2725,TiO2,101.8,CVD,Quartz,1.8,1.28,2.3,47.816553,78.03,Transparent Conductors,S25
2726,SiO2,112.5,Thermal Evaporation,Glass,2.44,1.04,0.98,28.411667,91.53,Optoelectronics,S6
2727,SnO2,54.1,Spin Coating,Glass,2.47,3.43,3.01,34.875635,79.99,Optoelectronics,S24
2728,ZnO,109.8,ALD,Silicon Wafer,2.37,2.78,1.12,71.676246,79.64,Solar Cells,S10
2729,MoS2,142.0,Spin Coating,Glass,1.83,1.6,4.13,71.704562,71.92,Transparent Conductors,S6
2730,ITO,54.0,Sputtering,Glass,2.16,3.36,3.22,51.042885,88.69,Optoelectronics,S3
2731,SiO2,104.1,Thermal Evaporation,Quartz,1.58,2.24,2.28,60.095085,70.73,Optoelectronics,S4
2732,MoS2,78.6,Spin Coating,PET,1.7,1.86,2.08,26.045357,87.25,Solar Cells,S8
2733,Al2O3,80.5,CVD,Quartz,1.6,2.5,4.42,80.4565,90.44,Solar Cells,S11
2734,SnO2,24.2,Thermal Evaporation,Glass,1.88,2.14,2.0,18.363825,90.85,Sensors,S3
2735,Al2O3,101.7,Spin Coating,Silicon Wafer,2.2,3.3,2.67,7.838417,93.92,Solar Cells,S20
2736,ZnO,97.3,Spin Coating,PET,2.51,3.57,1.0,59.285954,88.23,Solar Cells,S4
2737,TiO2,120.5,Sputtering,Silicon Wafer,1.96,1.74,1.34,7.594145,88.97,Optoelectronics,S11
2738,SiO2,90.8,Thermal Evaporation,PET,2.8,1.18,1.07,83.588872,84.03,Optoelectronics,S19
2739,SiO2,126.6,ALD,Silicon Wafer,2.3,2.88,4.58,47.493335,77.71,Transparent Conductors,S8
2740,SnO2,55.0,Spin Coating,Quartz,2.39,3.86,3.64,10.560321,74.22,Transparent Conductors,S9
2741,Al2O3,93.9,ALD,Glass,1.99,2.58,0.82,28.870489,72.64,Transparent Conductors,S15
2742,Graphene,138.4,Thermal Evaporation,PET,1.51,3.85,0.53,36.655406,80.29,Optoelectronics,S22
2743,TiO2,142.6,ALD,PET,2.81,2.09,3.51,92.785662,89.73,Optoelectronics,S19
2744,ZnO,133.9,Thermal Evaporation,Silicon Wafer,1.75,2.13,4.57,38.843766,74.96,Optoelectronics,S19
2745,SnO2,157.2,Sputtering,PET,2.23,1.53,2.02,87.648775,75.82,Solar Cells,S20
2746,ITO,79.4,CVD,Glass,2.69,2.88,4.11,56.804062,90.96,Sensors,S23
2747,SnO2,99.1,Sputtering,PET,1.85,1.86,3.56,0.063508,91.94,Transparent Conductors,S25
2748,MoS2,109.6,Spin Coating,Quartz,1.62,1.57,4.36,64.276724,72.53,Optoelectronics,S21
2749,ITO,84.5,Thermal Evaporation,Glass,2.53,2.19,1.4,34.367254,74.97,Sensors,S3
2750,Graphene,59.0,ALD,Silicon Wafer,2.04,2.03,1.02,71.614195,88.52,Optoelectronics,S25
2751,SiO2,145.6,ALD,Silicon Wafer,2.78,2.43,1.17,17.71569,73.81,Transparent Conductors,S4
2752,Al2O3,96.4,ALD,Glass,2.32,3.67,3.52,39.109246,81.39,Solar Cells,S24
2753,Graphene,55.8,ALD,Quartz,2.08,2.8,0.58,4.447998,90.38,Solar Cells,S17
2754,SnO2,126.0,Thermal Evaporation,Quartz,2.22,3.47,2.85,26.054501,94.91,Solar Cells,S3
2755,MoS2,118.8,Spin Coating,Silicon Wafer,1.99,3.9,1.73,1.066616,86.9,Solar Cells,S11
2756,Al2O3,79.3,ALD,PET,2.29,1.68,2.14,40.548934,72.66,Optoelectronics,S21
2757,ZnO,93.6,Thermal Evaporation,Quartz,2.32,1.04,1.42,73.453236,70.63,Solar Cells,S13
2758,SiO2,112.5,ALD,Glass,1.82,3.89,2.06,53.121781,94.45,Sensors,S19
2759,ITO,59.4,ALD,PET,2.7,1.6,1.61,87.905773,82.87,Transparent Conductors,S6
2760,SiO2,87.3,Spin Coating,Glass,2.52,3.52,4.12,76.842028,84.11,Solar Cells,S7
2761,ITO,119.5,Spin Coating,PET,1.57,2.76,2.84,99.720218,82.89,Sensors,S16
2762,ZnO,112.3,ALD,Glass,2.96,3.93,1.88,21.339011,92.49,Optoelectronics,S5
2763,ZnO,71.0,Spin Coating,Silicon Wafer,1.92,1.31,0.89,55.020596,84.86,Transparent Conductors,S4
2764,ZnO,128.2,Thermal Evaporation,Quartz,1.95,2.99,4.49,89.329055,72.52,Transparent Conductors,S7
2765,Graphene,124.1,Thermal Evaporation,Quartz,2.58,1.88,4.92,46.466671,85.44,Solar Cells,S13
2766,SiO2,129.5,Thermal Evaporation,Quartz,2.96,2.51,1.62,14.235076,93.55,Transparent Conductors,S14
2767,TiO2,154.0,Sputtering,Quartz,1.69,2.24,3.3,29.440703,73.4,Solar Cells,S1
2768,SnO2,119.5,CVD,Glass,1.56,1.66,2.77,2.782513,73.74,Transparent Conductors,S15
2769,SnO2,88.9,Thermal Evaporation,Quartz,2.56,1.3,1.73,46.911178,71.57,Optoelectronics,S14
2770,SiO2,148.7,Spin Coating,Silicon Wafer,2.2,1.51,3.38,23.983272,89.88,Optoelectronics,S10
2771,ITO,86.2,Sputtering,Quartz,1.95,3.09,0.55,19.67915,87.89,Sensors,S18
2772,ITO,108.3,Sputtering,PET,2.37,3.46,1.22,8.017795,70.2,Optoelectronics,S6
2773,ITO,92.1,Spin Coating,PET,2.3,3.94,4.11,49.855877,70.64,Sensors,S10
2774,ZnO,97.2,Sputtering,Glass,2.7,2.56,4.1,12.16195,87.87,Solar Cells,S18
2775,MoS2,93.6,ALD,Glass,1.52,2.55,0.88,39.829915,92.65,Sensors,S7
2776,Al2O3,99.0,ALD,Quartz,2.4,3.95,2.13,30.926096,75.77,Optoelectronics,S18
2777,MoS2,90.3,ALD,Quartz,2.53,3.54,3.5,73.041433,80.73,Solar Cells,S16
2778,ZnO,105.8,CVD,Glass,1.51,3.82,2.86,0.296657,94.32,Sensors,S2
2779,SiO2,80.0,Sputtering,Silicon Wafer,2.44,2.09,2.58,60.4001,87.51,Solar Cells,S14
2780,Graphene,145.2,ALD,Silicon Wafer,2.54,1.01,1.14,21.691107,87.33,Optoelectronics,S25
2781,TiO2,166.4,CVD,Quartz,2.87,1.28,3.27,59.922368,94.33,Transparent Conductors,S7
2782,Graphene,77.0,CVD,Glass,2.48,3.2,4.52,16.340898,81.3,Optoelectronics,S11
2783,ZnO,114.8,Sputtering,PET,1.89,1.69,4.69,40.582597,86.63,Sensors,S12
2784,ITO,68.4,Spin Coating,PET,1.78,3.02,1.12,91.234346,92.93,Optoelectronics,S18
2785,Graphene,105.1,Sputtering,Glass,2.9,2.02,2.7,5.891467,70.73,Solar Cells,S10
2786,SiO2,126.2,Sputtering,Glass,2.74,3.0,4.1,13.056238,84.85,Transparent Conductors,S5
2787,Graphene,106.2,CVD,Glass,1.76,2.01,3.44,88.020038,91.46,Sensors,S17
2788,Al2O3,113.8,Thermal Evaporation,Quartz,1.79,1.76,2.3,26.05425,84.86,Solar Cells,S19
2789,TiO2,124.4,Spin Coating,Silicon Wafer,2.69,1.94,4.37,4.29749,74.06,Transparent Conductors,S1
2790,SnO2,114.9,Thermal Evaporation,Glass,1.98,3.93,4.76,39.087599,87.88,Solar Cells,S16
2791,ITO,113.2,Spin Coating,Glass,2.59,3.62,3.76,7.124822,86.18,Optoelectronics,S12
2792,Graphene,82.7,Spin Coating,PET,2.07,1.56,0.94,10.69048,89.4,Transparent Conductors,S1
2793,TiO2,142.2,ALD,PET,1.78,3.79,1.43,37.403792,73.98,Sensors,S10
2794,ITO,61.8,Spin Coating,PET,2.82,3.26,1.16,68.267424,86.08,Sensors,S24
2795,Al2O3,123.8,CVD,Silicon Wafer,1.87,3.18,2.64,97.263233,86.75,Solar Cells,S22
2796,Graphene,83.5,Thermal Evaporation,Silicon Wafer,2.53,2.08,3.55,98.024625,74.81,Solar Cells,S15
2797,TiO2,131.1,Thermal Evaporation,PET,2.18,3.02,4.36,67.603717,89.08,Transparent Conductors,S24
2798,Graphene,79.2,Sputtering,PET,2.94,1.98,2.34,3.686516,92.96,Sensors,S13
2799,MoS2,110.3,ALD,Silicon Wafer,2.56,3.15,4.47,22.845702,91.44,Solar Cells,S7
2800,MoS2,95.1,Thermal Evaporation,Glass,1.57,1.13,3.07,5.071373,91.05,Solar Cells,S2
2801,SiO2,107.9,Spin Coating,Silicon Wafer,1.73,1.32,3.76,34.923303,88.87,Optoelectronics,S6
2802,SiO2,85.5,CVD,Quartz,1.58,3.06,4.67,24.690183,82.66,Transparent Conductors,S20
2803,ITO,143.0,ALD,Silicon Wafer,2.1,2.13,2.67,45.791128,73.01,Transparent Conductors,S24
2804,TiO2,115.9,Spin Coating,Quartz,2.31,1.23,3.14,77.97283,90.11,Solar Cells,S3
2805,Graphene,136.2,CVD,Glass,1.68,1.72,1.99,32.289621,94.56,Transparent Conductors,S1
2806,ZnO,93.7,Thermal Evaporation,Glass,1.55,2.97,3.31,4.994974,71.24,Solar Cells,S21
2807,SiO2,115.6,Sputtering,Glass,1.55,2.81,1.95,5.135878,76.19,Transparent Conductors,S5
2808,SiO2,88.9,ALD,Silicon Wafer,2.22,2.57,1.43,8.180347,81.23,Optoelectronics,S25
2809,Graphene,103.4,CVD,Silicon Wafer,1.71,3.68,3.53,25.136728,82.44,Solar Cells,S16
2810,TiO2,145.5,ALD,PET,2.11,2.07,1.84,7.807139,70.1,Optoelectronics,S11
2811,TiO2,96.9,Thermal Evaporation,Quartz,2.94,1.43,4.54,80.428905,80.01,Transparent Conductors,S20
2812,SiO2,106.6,CVD,Silicon Wafer,2.65,2.53,2.12,69.264322,87.5,Sensors,S5
2813,Graphene,55.5,ALD,PET,1.51,2.17,1.34,37.658783,75.71,Optoelectronics,S13
2814,Al2O3,100.4,Sputtering,Glass,1.71,3.49,1.71,55.037815,85.26,Solar Cells,S19
2815,TiO2,51.8,ALD,Quartz,1.52,2.93,4.78,56.28968,79.05,Solar Cells,S2
2816,TiO2,130.8,Thermal Evaporation,Quartz,2.34,3.46,1.84,36.589125,75.22,Transparent Conductors,S20
2817,TiO2,131.2,Spin Coating,Glass,2.18,2.62,1.57,94.945505,85.89,Solar Cells,S21
2818,TiO2,109.0,Thermal Evaporation,Quartz,1.59,2.98,0.67,54.95311,86.84,Solar Cells,S7
2819,Al2O3,120.2,Spin Coating,PET,1.93,3.55,3.33,2.723108,92.75,Solar Cells,S16
2820,SiO2,108.4,Spin Coating,PET,2.82,1.81,2.44,55.57737,84.37,Solar Cells,S11
2821,ITO,61.1,Spin Coating,Silicon Wafer,2.1,1.44,3.91,92.248351,73.09,Transparent Conductors,S16
2822,SnO2,113.4,CVD,Silicon Wafer,2.46,1.76,0.77,48.902663,83.91,Transparent Conductors,S20
2823,SiO2,92.9,Spin Coating,Quartz,2.92,3.22,2.87,57.169191,75.8,Solar Cells,S3
2824,MoS2,121.6,Spin Coating,Glass,1.94,2.92,2.87,30.405664,94.92,Transparent Conductors,S4
2825,SiO2,103.4,ALD,PET,2.8,1.97,2.56,75.785331,74.15,Optoelectronics,S18
2826,Al2O3,121.3,ALD,PET,1.52,1.96,1.99,12.432972,91.23,Solar Cells,S17
2827,SiO2,59.8,Spin Coating,PET,2.14,1.04,0.7,74.021798,88.06,Transparent Conductors,S10
2828,Graphene,65.8,CVD,Quartz,1.77,2.7,4.14,98.699683,71.96,Optoelectronics,S23
2829,TiO2,99.2,Spin Coating,Silicon Wafer,1.82,2.44,1.88,87.189348,85.57,Transparent Conductors,S17
2830,SiO2,99.4,ALD,Glass,2.31,3.72,2.17,32.505977,75.82,Solar Cells,S8
2831,ITO,140.4,ALD,PET,1.55,1.2,0.75,95.484104,85.74,Transparent Conductors,S7
2832,MoS2,104.4,Spin Coating,PET,2.55,1.27,4.82,65.212294,93.01,Transparent Conductors,S23
2833,ITO,160.9,CVD,PET,2.84,2.21,3.65,30.50128,77.65,Sensors,S13
2834,SnO2,43.1,Spin Coating,Quartz,2.82,3.56,3.2,55.394498,83.95,Optoelectronics,S17
2835,Graphene,68.1,Sputtering,PET,2.9,2.3,2.72,75.32177,83.71,Sensors,S7
2836,TiO2,73.6,Spin Coating,Silicon Wafer,1.8,3.95,0.87,86.672771,75.29,Transparent Conductors,S12
2837,ZnO,118.6,ALD,PET,2.97,2.43,4.22,38.972661,79.18,Transparent Conductors,S21
2838,Al2O3,110.8,CVD,Glass,1.53,2.37,2.45,55.69584,73.11,Sensors,S6
2839,SiO2,80.8,CVD,Glass,2.31,1.15,1.08,77.277696,78.73,Optoelectronics,S3
2840,SnO2,68.5,Thermal Evaporation,Silicon Wafer,2.67,3.22,3.48,93.58877,72.99,Optoelectronics,S23
2841,SnO2,53.5,ALD,PET,2.72,1.57,1.54,95.738096,70.1,Optoelectronics,S19
2842,TiO2,114.0,Spin Coating,Glass,2.79,2.91,3.62,61.158647,91.44,Sensors,S9
2843,MoS2,106.3,Thermal Evaporation,Quartz,2.8,3.2,3.95,83.429424,86.73,Transparent Conductors,S16
2844,ZnO,115.3,Sputtering,PET,2.11,1.03,4.99,36.208419,87.51,Optoelectronics,S20
2845,Al2O3,79.2,Spin Coating,Quartz,2.68,1.3,4.72,76.976454,83.42,Solar Cells,S12
2846,ITO,112.1,ALD,Glass,1.77,2.45,1.26,72.74158,75.02,Optoelectronics,S6
2847,ITO,153.2,Spin Coating,Silicon Wafer,2.62,3.8,2.06,32.560922,76.89,Solar Cells,S4
2848,MoS2,122.7,Thermal Evaporation,Glass,1.91,2.82,2.06,28.643156,73.52,Transparent Conductors,S14
2849,SiO2,159.1,ALD,Quartz,2.98,3.21,1.88,14.985684,84.93,Solar Cells,S16
2850,SnO2,109.7,Thermal Evaporation,Glass,2.83,1.85,0.89,81.290955,74.96,Optoelectronics,S8
2851,Graphene,115.4,Thermal Evaporation,Glass,1.56,2.7,2.86,52.368064,88.13,Transparent Conductors,S1
2852,MoS2,80.6,CVD,Quartz,2.1,2.8,4.04,89.371124,93.92,Sensors,S22
2853,SnO2,103.3,Thermal Evaporation,Quartz,1.61,3.46,0.53,70.288859,71.51,Optoelectronics,S7
2854,ZnO,79.9,Spin Coating,Glass,2.16,2.15,2.55,77.834509,91.39,Solar Cells,S1
2855,Graphene,103.4,Sputtering,Silicon Wafer,2.24,1.22,1.43,3.048979,90.18,Optoelectronics,S19
2856,TiO2,64.6,Sputtering,Quartz,2.24,2.67,4.57,21.435247,77.54,Sensors,S7
2857,SnO2,63.5,Spin Coating,Quartz,1.52,2.21,1.06,78.466063,82.16,Optoelectronics,S10
2858,SiO2,126.9,Spin Coating,Quartz,2.02,2.91,4.6,16.882183,86.0,Optoelectronics,S14
2859,SnO2,36.4,Spin Coating,Glass,2.76,3.36,2.97,82.134234,89.83,Solar Cells,S12
2860,TiO2,63.9,Sputtering,Quartz,2.99,3.3,0.88,77.327795,83.79,Transparent Conductors,S11
2861,TiO2,122.8,Sputtering,Glass,2.9,1.77,3.29,91.34564,88.9,Optoelectronics,S5
2862,SnO2,139.2,Spin Coating,PET,1.89,2.16,4.51,80.759957,90.52,Sensors,S18
2863,MoS2,75.5,ALD,Glass,2.18,3.76,1.13,11.667422,91.37,Optoelectronics,S5
2864,MoS2,151.4,CVD,Glass,2.72,2.84,3.05,90.087358,74.37,Sensors,S25
2865,ITO,84.9,CVD,Glass,2.83,2.65,0.57,17.188904,77.06,Transparent Conductors,S21
2866,SiO2,94.7,Thermal Evaporation,Glass,2.34,2.55,4.16,32.806199,86.07,Sensors,S18
2867,SiO2,156.5,CVD,Silicon Wafer,2.34,2.25,3.09,65.228742,93.64,Optoelectronics,S10
2868,ITO,112.2,Sputtering,Quartz,2.59,2.11,0.7,59.468528,87.27,Optoelectronics,S8
2869,MoS2,64.5,Thermal Evaporation,PET,2.72,1.45,3.52,11.072064,75.13,Sensors,S10
2870,ZnO,90.1,Sputtering,Quartz,2.47,1.44,3.47,43.697731,79.03,Optoelectronics,S7
2871,Al2O3,88.2,CVD,Glass,1.7,3.03,2.18,23.547051,89.17,Transparent Conductors,S12
2872,SnO2,71.7,Spin Coating,Silicon Wafer,1.58,2.82,0.78,10.827601,90.2,Optoelectronics,S5
2873,MoS2,78.0,Spin Coating,Silicon Wafer,2.26,2.81,2.78,39.421573,83.12,Transparent Conductors,S12
2874,SiO2,110.8,CVD,PET,2.03,3.68,1.32,33.039845,70.81,Solar Cells,S4
2875,Al2O3,146.5,Thermal Evaporation,Quartz,1.66,1.45,2.09,89.236331,94.88,Transparent Conductors,S15
2876,Graphene,115.9,CVD,Silicon Wafer,2.92,1.07,3.68,94.283469,92.7,Optoelectronics,S23
2877,MoS2,129.5,ALD,Quartz,2.43,1.39,2.49,58.291748,82.83,Optoelectronics,S23
2878,ZnO,78.7,Spin Coating,Quartz,1.62,3.83,4.28,88.11512,89.99,Optoelectronics,S17
2879,Graphene,128.2,Sputtering,PET,1.68,1.93,4.49,90.905655,92.12,Solar Cells,S21
2880,TiO2,151.6,Thermal Evaporation,PET,1.76,1.2,1.05,83.317284,71.38,Solar Cells,S17
2881,TiO2,114.8,ALD,PET,2.88,1.34,1.2,27.02639,90.78,Sensors,S11
2882,Al2O3,88.1,CVD,Quartz,2.1,3.68,4.38,55.009217,77.4,Transparent Conductors,S7
2883,SiO2,106.3,CVD,Silicon Wafer,1.88,1.18,4.09,64.362852,74.95,Sensors,S1
2884,ZnO,78.4,Spin Coating,Quartz,1.81,1.92,4.56,25.686011,90.92,Transparent Conductors,S4
2885,SiO2,121.3,CVD,Glass,2.95,1.58,1.53,27.944153,75.9,Transparent Conductors,S21
2886,SnO2,40.1,Spin Coating,Glass,2.36,3.79,1.27,98.091978,90.93,Sensors,S13
2887,ZnO,37.8,Thermal Evaporation,Glass,2.89,2.41,4.96,35.986181,89.81,Transparent Conductors,S25
2888,Graphene,90.8,Sputtering,Quartz,1.53,2.37,3.81,12.501068,87.82,Optoelectronics,S25
2889,SnO2,84.9,Thermal Evaporation,Quartz,2.17,2.79,4.6,23.889322,82.58,Solar Cells,S16
2890,MoS2,105.7,ALD,Glass,2.81,2.92,0.57,56.341468,94.5,Optoelectronics,S9
2891,SiO2,59.6,Thermal Evaporation,Quartz,2.04,2.92,4.98,1.042154,83.7,Sensors,S24
2892,TiO2,142.0,Sputtering,Silicon Wafer,2.05,3.51,4.15,52.359875,73.81,Transparent Conductors,S14
2893,SnO2,56.7,Thermal Evaporation,Glass,2.66,1.83,2.92,49.454552,81.95,Optoelectronics,S20
2894,ITO,108.1,Sputtering,PET,2.63,2.58,1.6,23.814743,75.58,Optoelectronics,S18
2895,ZnO,44.7,CVD,Silicon Wafer,2.79,1.83,1.53,33.653731,81.38,Optoelectronics,S9
2896,SiO2,62.1,Thermal Evaporation,Quartz,2.77,2.72,3.64,29.320181,75.15,Optoelectronics,S23
2897,Al2O3,116.8,CVD,PET,2.51,3.22,4.8,84.939148,72.75,Sensors,S7
2898,TiO2,96.2,ALD,Glass,2.61,3.61,2.2,51.853887,70.5,Solar Cells,S3
2899,SnO2,86.5,Spin Coating,PET,1.63,2.3,3.42,41.194441,78.03,Optoelectronics,S2
2900,ITO,111.4,Spin Coating,Quartz,2.05,3.28,3.48,17.693347,82.22,Sensors,S21
2901,ITO,99.2,Spin Coating,Silicon Wafer,1.63,1.82,4.61,52.164316,89.52,Optoelectronics,S20
2902,TiO2,55.9,Sputtering,Silicon Wafer,2.26,3.61,0.61,87.226947,78.18,Optoelectronics,S19
2903,ZnO,158.1,CVD,Glass,2.23,3.74,2.86,35.835635,76.32,Sensors,S1
2904,ZnO,107.6,Sputtering,PET,2.14,2.38,1.67,8.001466,88.48,Transparent Conductors,S4
2905,MoS2,116.1,Thermal Evaporation,Glass,1.99,1.83,2.45,55.870221,78.84,Transparent Conductors,S5
2906,ITO,70.7,ALD,PET,2.06,3.78,3.59,11.183938,83.89,Optoelectronics,S3
2907,TiO2,149.5,CVD,Silicon Wafer,2.05,3.13,1.65,56.564485,76.31,Solar Cells,S17
2908,ITO,81.8,Sputtering,PET,2.94,2.51,2.55,13.028855,72.94,Solar Cells,S16
2909,Graphene,100.3,Sputtering,Silicon Wafer,1.51,3.12,2.11,8.52976,94.06,Sensors,S21
2910,TiO2,96.6,Sputtering,PET,2.99,2.09,4.46,37.891138,84.91,Solar Cells,S24
2911,Al2O3,144.2,Thermal Evaporation,Quartz,2.35,2.63,3.37,3.804227,82.33,Solar Cells,S25
2912,SnO2,103.5,Thermal Evaporation,Quartz,2.66,2.17,3.64,74.980972,93.06,Optoelectronics,S12
2913,TiO2,126.7,Spin Coating,Glass,2.52,3.72,4.93,63.25727,79.19,Sensors,S1
2914,TiO2,82.5,Sputtering,Glass,2.88,2.39,1.28,11.900982,81.01,Transparent Conductors,S8
2915,MoS2,89.8,CVD,Glass,1.91,2.73,0.7,92.374725,75.83,Solar Cells,S12
2916,Graphene,69.4,Thermal Evaporation,Glass,2.54,2.46,3.28,77.312831,73.07,Optoelectronics,S6
2917,MoS2,115.2,Spin Coating,Glass,1.55,3.32,2.7,16.253875,77.89,Sensors,S19
2918,TiO2,96.0,ALD,PET,1.66,3.86,1.17,79.2508,74.23,Transparent Conductors,S4
2919,ZnO,117.8,CVD,Silicon Wafer,2.18,1.8,4.1,11.141688,85.13,Solar Cells,S15
2920,SnO2,111.3,CVD,PET,2.34,3.35,0.99,59.667544,80.42,Transparent Conductors,S8
2921,TiO2,97.7,Spin Coating,Silicon Wafer,2.8,2.7,3.23,22.821285,87.65,Sensors,S2
2922,Al2O3,102.5,Sputtering,Silicon Wafer,1.92,2.51,4.65,61.217676,87.33,Transparent Conductors,S2
2923,Graphene,157.9,ALD,Quartz,1.66,3.75,1.24,47.94188,89.95,Optoelectronics,S23
2924,Graphene,84.9,Spin Coating,PET,2.76,3.01,4.88,79.050566,90.91,Transparent Conductors,S4
2925,MoS2,87.1,Sputtering,Silicon Wafer,1.93,3.07,4.03,45.311801,85.44,Optoelectronics,S19
2926,MoS2,149.9,Spin Coating,Quartz,1.62,2.26,1.56,0.530012,74.11,Transparent Conductors,S25
2927,ITO,164.2,CVD,Glass,2.57,2.99,3.37,14.663776,89.42,Sensors,S14
2928,Al2O3,149.8,ALD,PET,2.4,1.18,4.77,44.872871,74.43,Sensors,S25
2929,Graphene,147.8,ALD,PET,2.27,1.67,1.17,62.475145,93.65,Optoelectronics,S16
2930,Graphene,81.4,Spin Coating,Glass,2.99,3.51,1.7,36.105021,71.14,Sensors,S3
2931,Graphene,101.9,Thermal Evaporation,PET,2.91,3.69,2.35,28.861482,87.37,Optoelectronics,S3
2932,Graphene,141.1,Thermal Evaporation,Quartz,2.89,3.76,0.81,53.229389,79.93,Transparent Conductors,S5
2933,ITO,168.0,CVD,Quartz,2.73,2.12,3.18,89.379224,92.37,Solar Cells,S6
2934,ZnO,109.2,CVD,Quartz,2.14,3.06,4.85,59.594361,82.14,Transparent Conductors,S10
2935,Al2O3,103.3,Sputtering,Silicon Wafer,1.97,2.76,0.55,52.461728,84.65,Solar Cells,S19
2936,Graphene,64.9,Thermal Evaporation,PET,2.83,2.69,4.33,37.204865,78.5,Optoelectronics,S2
2937,ZnO,125.3,Spin Coating,Glass,2.42,1.08,0.85,26.069009,84.65,Solar Cells,S22
2938,Al2O3,67.5,Spin Coating,PET,1.96,1.54,4.83,70.119803,74.14,Optoelectronics,S14
2939,TiO2,97.6,CVD,Silicon Wafer,2.78,1.67,2.95,84.197071,73.74,Transparent Conductors,S3
2940,Graphene,129.9,CVD,PET,1.93,3.15,4.61,59.644898,82.53,Transparent Conductors,S9
2941,ITO,122.9,Thermal Evaporation,Silicon Wafer,2.66,2.11,4.26,96.943093,72.76,Transparent Conductors,S4
2942,TiO2,42.8,Spin Coating,Quartz,2.54,2.65,4.29,83.726973,86.17,Solar Cells,S24
2943,SiO2,53.7,CVD,PET,2.25,1.9,3.26,79.883913,88.71,Optoelectronics,S9
2944,TiO2,87.4,Spin Coating,Silicon Wafer,1.51,1.61,2.93,67.688193,92.87,Optoelectronics,S20
2945,Al2O3,96.0,Thermal Evaporation,Silicon Wafer,2.31,3.78,1.23,38.838792,91.24,Solar Cells,S19
2946,ZnO,41.5,CVD,PET,2.81,3.52,0.63,5.951598,78.24,Transparent Conductors,S8
2947,Al2O3,113.7,Spin Coating,PET,2.21,2.72,3.06,1.884536,83.09,Sensors,S20
2948,MoS2,89.7,Thermal Evaporation,Glass,2.72,1.19,1.8,91.749569,94.02,Sensors,S5
2949,SnO2,96.8,ALD,PET,1.61,3.04,3.81,85.564869,90.64,Solar Cells,S8
2950,ITO,115.3,ALD,PET,2.56,3.06,1.41,73.086984,90.39,Optoelectronics,S4
2951,MoS2,89.3,ALD,Silicon Wafer,1.64,3.68,4.91,37.320646,85.17,Sensors,S6
2952,TiO2,25.5,CVD,Quartz,2.68,3.97,1.25,66.894582,72.21,Optoelectronics,S6
2953,TiO2,73.0,ALD,Quartz,1.93,2.06,2.1,96.524035,93.36,Transparent Conductors,S11
2954,SiO2,58.5,Spin Coating,Quartz,2.11,2.12,1.75,49.795073,78.22,Sensors,S9
2955,MoS2,64.7,CVD,Quartz,1.94,1.41,2.24,27.617511,86.89,Optoelectronics,S6
2956,ITO,122.0,ALD,PET,2.18,1.48,3.59,13.136499,74.3,Sensors,S16
2957,ZnO,64.9,CVD,Glass,2.8,2.86,4.22,82.778674,91.02,Optoelectronics,S1
2958,MoS2,74.6,Thermal Evaporation,Silicon Wafer,2.35,2.75,2.4,13.814702,92.71,Sensors,S12
2959,Graphene,156.2,Thermal Evaporation,Quartz,2.29,3.27,0.55,37.772355,72.53,Solar Cells,S22
